回数	URL	秒数	レア	日本語
372	https://www.youtube.com/watch?v=xPreAO7bkQY	3698		ドーナツ
373	https://www.youtube.com/watch?v=PFKq7CTiUSs	3708		鶏肉
374	https://www.youtube.com/watch?v=XFaG6elEmBA	3770		うどん
375	https://www.youtube.com/watch?v=GokByAmagSA	3736		カレー（特に無水カレー）
376	https://www.youtube.com/watch?v=uulM9gDLHGQ	3861		ミスド
377	https://www.youtube.com/watch?v=Y2L-QfEsxAU	3707		うなぎ
378	https://www.youtube.com/watch?v=ivneUeDXL6Q	3759		コロッケ
379	https://www.youtube.com/watch?v=IH1qISF3JRs	3774		鍋
380	https://www.youtube.com/watch?v=hBNX31q6A3s	3834		ラーメン
381	https://www.youtube.com/watch?v=z3rYry86uYI	3842		ハンバーグ
382	https://www.youtube.com/watch?v=_8a6ifJ-PXA	3465		ケーキ
383	https://www.youtube.com/watch?v=1IgnOfdGZbQ	3758		セブンイレブンの商品
384	https://www.youtube.com/watch?v=iUAFvSt8Qls	3978		揚げパン
385	https://www.youtube.com/watch?v=lPluE0ci7nY	3351		どんぶり
386	https://www.youtube.com/watch?v=PMa6cg4_aDQ	3827		海鮮丼
387	https://www.youtube.com/watch?v=56UOWo8Zp5k	3659		ラーメン
388	https://www.youtube.com/watch?v=N0go_NAwWIU	3756		定食
389	https://www.youtube.com/watch?v=-OklqDBjQIc	3809		ドーナツ
390	https://www.youtube.com/watch?v=HfkIp8tYTfw	3697		クロワッサン
9991	https://www.youtube.com/watch?v=UzKnLRKX3Hg	5416	SR	ゆがみん
9999	https://www.youtube.com/watch?v=ynlSZA-uYdw	30622		〇〇まん
